,주야간,구,노면상태,기상상태,주야간_risk,구_risk,노면상태_risk,기상상태_risk,total_risk,corr_risk,주야간_eclo,구_eclo,노면상태_eclo,기상상태_eclo,eclo_risk_sum,eclo_risk_mul
151,야간,영통구,젖음/습기,눈,1.0,1.0,4.0,2.0,8.0,12.308068145911571,4.488599348534202,4.492957746478873,4.841059602649007,3.5714285714285716,25.394045269090654,35.48865264846625
152,야간,영통구,서리/결빙,흐림,1.0,1.0,3.0,3.0,8.0,12.30806814591157,4.488599348534202,4.492957746478873,4.875,4.421875,26.278432095013073,36.87218209501307
153,야간,팔달구,적설,흐림,1.0,3.0,1.0,3.0,8.0,12.05548535684611,4.488599348534202,4.363636363636363,4.25,4.421875,25.524110712170565,35.09513343944329
154,주간,장안구,서리/결빙,기타,2.0,2.0,3.0,1.0,8.0,11.791954778578924,4.476795931341386,4.474332648870637,4.875,4.833333333333333,26.659461913545353,37.36059049375738
155,주간,장안구,기타,눈,2.0,2.0,2.0,2.0,8.0,11.791954778578924,4.476795931341386,4.474332648870637,4.666666666666667,3.5714285714285716,25.189223818307262,34.378447636614524
156,야간,영통구,건조,기타,1.0,1.0,5.0,1.0,8.0,12.30806814591157,4.488599348534202,4.492957746478873,4.444769140853302,4.833333333333333,26.25965956919971,36.038736132612925
157,주간,영통구,젖음/습기,기타,2.0,1.0,4.0,1.0,8.0,11.918246173111656,4.476795931341386,4.492957746478873,4.841059602649007,4.833333333333333,26.644146613802597,37.64412135309101
158,주간,권선구,적설,기타,2.0,4.0,1.0,1.0,8.0,11.53937198951346,4.476795931341386,4.588550983899821,4.25,4.833333333333333,26.14868024857454,36.39112913161539
159,주간,영통구,적설,비,2.0,1.0,1.0,4.0,8.0,11.918246173111656,4.476795931341386,4.492957746478873,4.25,4.798319327731092,26.01807300555135,36.889826920086016
160,야간,장안구,기타,흐림,1.0,2.0,2.0,3.0,8.0,12.18177675137884,4.488599348534202,4.474332648870637,4.666666666666667,4.421875,26.051473664071505,36.03622297960881
161,주간,팔달구,기타,기타,2.0,3.0,2.0,1.0,8.0,11.66566338404619,4.476795931341386,4.363636363636363,4.666666666666667,4.833333333333333,26.34043229497775,36.211167620258536
162,야간,장안구,젖음/습기,기타,1.0,2.0,4.0,1.0,8.0,12.181776751378838,4.488599348534202,4.474332648870637,4.841059602649007,4.833333333333333,26.637324933387177,37.63483639020484
163,야간,장안구,서리/결빙,눈,1.0,2.0,3.0,2.0,8.0,12.18177675137884,4.488599348534202,4.474332648870637,4.875,3.5714285714285716,25.40936056883341,35.20512178913262
164,주간,영통구,기타,흐림,2.0,1.0,2.0,3.0,8.0,11.918246173111656,4.476795931341386,4.492957746478873,4.666666666666667,4.421875,26.058295344486925,36.04550794249498
165,주간,영통구,서리/결빙,눈,2.0,1.0,3.0,2.0,8.0,11.918246173111651,4.476795931341386,4.492957746478873,4.875,3.5714285714285716,25.41618224924883,35.21440675201879
166,야간,권선구,적설,눈,1.0,4.0,1.0,2.0,8.0,11.929193962313375,4.488599348534202,4.588550983899821,4.25,3.5714285714285716,24.898578903862596,34.23566042699063
167,야간,권선구,기타,기타,1.0,4.0,2.0,1.0,8.0,11.929193962313375,4.488599348534202,4.588550983899821,4.666666666666667,4.833333333333333,26.577150332434023,37.00946995080015
168,야간,장안구,적설,비,1.0,2.0,1.0,4.0,8.0,12.18177675137884,4.488599348534202,4.474332648870637,4.25,4.798319327731092,26.01125132513593,36.880541957199846
169,주간,팔달구,적설,눈,2.0,3.0,1.0,2.0,8.0,11.66566338404619,4.476795931341386,4.363636363636363,4.25,3.5714285714285716,24.66186086640632,33.43735809644901
170,야간,권선구,적설,기타,1.0,4.0,1.0,1.0,7.0,10.32617127315785,4.488599348534202,4.588550983899821,4.25,4.833333333333333,25.160483665767355,31.926136617466817
171,야간,영통구,젖음/습기,기타,1.0,1.0,4.0,1.0,7.0,10.705045456756045,4.488599348534202,4.492957746478873,4.841059602649007,4.833333333333333,25.655950030995413,33.17912883894244
172,야간,장안구,서리/결빙,기타,1.0,2.0,3.0,1.0,7.0,10.578754062223313,4.488599348534202,4.474332648870637,4.875,4.833333333333333,25.67126533073817,32.89559797960881
173,주간,영통구,기타,눈,2.0,1.0,2.0,2.0,7.0,10.315223483956126,4.476795931341386,4.492957746478873,4.666666666666667,3.5714285714285716,24.2078489159155,29.92274008535212
174,야간,영통구,기타,흐림,1.0,1.0,2.0,3.0,7.0,10.705045456756045,4.488599348534202,4.492957746478873,4.666666666666667,4.421875,25.07009876167974,31.58051542834641
175,주간,팔달구,적설,기타,2.0,3.0,1.0,1.0,7.0,10.062640694890664,4.476795931341386,4.363636363636363,4.25,4.833333333333333,24.92376562831108,31.127834286925196
176,야간,영통구,서리/결빙,눈,1.0,1.0,3.0,2.0,7.0,10.705045456756045,4.488599348534202,4.492957746478873,4.875,3.5714285714285716,24.427985666441646,30.749414237870216
177,주간,영통구,서리/결빙,기타,2.0,1.0,3.0,1.0,7.0,10.315223483956125,4.476795931341386,4.492957746478873,4.875,4.833333333333333,25.67808701115359,32.90488294249498
178,주간,영통구,적설,흐림,2.0,1.0,1.0,3.0,7.0,10.315223483956126,4.476795931341386,4.492957746478873,4.25,4.421875,24.641628677820258,30.962174609161647
179,야간,영통구,적설,비,1.0,1.0,1.0,4.0,7.0,10.705045456756045,4.488599348534202,4.492957746478873,4.25,4.798319327731092,25.029876422744167,32.424834405937446
180,야간,장안구,기타,눈,1.0,2.0,2.0,2.0,7.0,10.578754062223313,4.488599348534202,4.474332648870637,4.666666666666667,3.5714285714285716,24.201027235500078,29.91345512246595
181,주간,장안구,적설,눈,2.0,2.0,1.0,2.0,7.0,10.188932089423396,4.476795931341386,4.474332648870637,4.25,3.5714285714285716,23.772557151640594,29.29511430328119
182,야간,팔달구,적설,눈,1.0,3.0,1.0,2.0,7.0,10.452462667690584,4.488599348534202,4.363636363636363,4.25,3.5714285714285716,23.673664283599138,28.972365582300434
183,야간,장안구,적설,흐림,1.0,2.0,1.0,3.0,7.0,10.578754062223313,4.488599348534202,4.474332648870637,4.25,4.421875,24.634806997404837,30.952889646275477
184,주간,장안구,기타,기타,2.0,2.0,2.0,1.0,7.0,10.188932089423396,4.476795931341386,4.474332648870637,4.666666666666667,4.833333333333333,25.45112858021202,32.068923827090714
185,야간,팔달구,기타,기타,1.0,3.0,2.0,1.0,7.0,10.452462667690584,4.488599348534202,4.363636363636363,4.666666666666667,4.833333333333333,25.352235712170565,31.746175106109956
186,주간,영통구,적설,눈,2.0,1.0,1.0,2.0,6.0,8.712200794800598,4.476795931341386,4.492957746478873,4.25,3.5714285714285716,22.79118224924883,24.83940675201879
187,야간,영통구,적설,흐림,1.0,1.0,1.0,3.0,6.0,9.102022767600516,4.488599348534202,4.492957746478873,4.25,4.421875,23.653432095013073,26.497182095013073
188,야간,영통구,기타,눈,1.0,1.0,2.0,2.0,6.0,9.102022767600516,4.488599348534202,4.492957746478873,4.666666666666667,3.5714285714285716,23.219652333108314,25.45774757120355
189,주간,장안구,적설,기타,2.0,2.0,1.0,1.0,6.0,8.585909400267868,4.476795931341386,4.474332648870637,4.25,4.833333333333333,24.034461913545353,26.98559049375738
190,주간,영통구,기타,기타,2.0,1.0,2.0,1.0,6.0,8.712200794800598,4.476795931341386,4.492957746478873,4.666666666666667,4.833333333333333,24.469753677820258,27.61321627582831
191,야간,장안구,기타,기타,1.0,2.0,2.0,1.0,6.0,8.975731373067784,4.488599348534202,4.474332648870637,4.666666666666667,4.833333333333333,24.462931997404837,27.60393131294214
192,야간,영통구,서리/결빙,기타,1.0,1.0,3.0,1.0,6.0,9.102022767600516,4.488599348534202,4.492957746478873,4.875,4.833333333333333,24.689890428346406,28.439890428346406
193,야간,팔달구,적설,기타,1.0,3.0,1.0,1.0,6.0,8.849439978535054,4.488599348534202,4.363636363636363,4.25,4.833333333333333,23.935569045503897,26.662841772776623
194,야간,장안구,적설,눈,1.0,2.0,1.0,2.0,6.0,8.975731373067784,4.488599348534202,4.474332648870637,4.25,3.5714285714285716,22.78436056883341,24.83012178913262
195,주간,영통구,적설,기타,2.0,1.0,1.0,1.0,5.0,7.109178105645071,4.476795931341386,4.492957746478873,4.25,4.833333333333333,23.05308701115359,22.52988294249498
196,야간,영통구,기타,기타,1.0,1.0,2.0,1.0,5.0,7.499000078444989,4.488599348534202,4.492957746478873,4.666666666666667,4.833333333333333,23.481557095013073,23.14822376167974
197,야간,장안구,적설,기타,1.0,2.0,1.0,1.0,5.0,7.372708683912258,4.488599348534202,4.474332648870637,4.25,4.833333333333333,23.04626533073817,22.52059797960881
198,야간,영통구,적설,눈,1.0,1.0,1.0,2.0,5.0,7.499000078444989,4.488599348534202,4.492957746478873,4.25,3.5714285714285716,21.802985666441646,20.37441423787022
199,야간,영통구,적설,기타,1.0,1.0,1.0,1.0,4.0,5.895977389289461,4.488599348534202,4.492957746478873,4.25,4.833333333333333,22.064890428346406,18.06489042834641
