,구,동,주야간,노면상태,기상상태,동_risk,주야간_risk,노면상태_risk,기상상태_risk,total_risk,corr_risk
1538,팔달구,팔달로2가,야간,건조,비,21.0,1.0,5.0,4.0,31.0,52.65617878832461
1539,팔달구,매교동,야간,기타,비,24.0,1.0,2.0,4.0,31.0,55.363021056777214
1540,팔달구,매교동,야간,적설,맑음,24.0,1.0,1.0,5.0,31.0,55.363021056777214
1541,팔달구,팔달로2가,야간,젖음/습기,맑음,21.0,1.0,4.0,5.0,31.0,52.6561787883246
1542,팔달구,매교동,야간,젖음/습기,눈,24.0,1.0,4.0,2.0,31.0,55.363021056777214
1543,팔달구,매산로2가,야간,기타,맑음,23.0,1.0,2.0,5.0,31.0,54.46074030062634
1544,팔달구,매산로2가,주간,기타,비,23.0,2.0,2.0,4.0,31.0,54.403061376468465
1545,팔달구,매산로2가,야간,젖음/습기,흐림,23.0,1.0,4.0,3.0,31.0,54.46074030062635
1546,팔달구,고등동,주간,서리/결빙,기타,25.0,2.0,3.0,1.0,31.0,56.20762288877021
1547,팔달구,매산로2가,야간,서리/결빙,비,23.0,1.0,3.0,4.0,31.0,54.46074030062635
1548,팔달구,매교동,야간,서리/결빙,흐림,24.0,1.0,3.0,3.0,31.0,55.36302105677722
1549,팔달구,고등동,주간,기타,눈,25.0,2.0,2.0,2.0,31.0,56.2076228887702
1550,팔달구,매산로2가,주간,적설,맑음,23.0,2.0,1.0,5.0,31.0,54.403061376468465
1551,장안구,이목동,주간,서리/결빙,비,22.0,2.0,3.0,4.0,31.0,53.5007806203176
1552,팔달구,매교동,야간,건조,기타,24.0,1.0,5.0,1.0,31.0,55.36302105677722
1553,장안구,이목동,야간,건조,흐림,22.0,1.0,5.0,3.0,31.0,53.55845954447548
1554,권선구,오목천동,주간,기타,기타,26.0,2.0,2.0,1.0,31.0,57.109903644921076
1555,팔달구,팔달로2가,주간,젖음/습기,비,21.0,2.0,4.0,4.0,31.0,52.598499864166726
1556,팔달구,고등동,야간,적설,비,25.0,1.0,1.0,4.0,31.0,56.26530181292809
1557,장안구,이목동,주간,기타,맑음,22.0,2.0,2.0,5.0,31.0,53.50078062031759
1558,팔달구,고등동,야간,기타,흐림,25.0,1.0,2.0,3.0,31.0,56.26530181292809
1559,장안구,이목동,주간,젖음/습기,흐림,22.0,2.0,4.0,3.0,31.0,53.5007806203176
1560,팔달구,고등동,야간,젖음/습기,기타,25.0,1.0,4.0,1.0,31.0,56.26530181292809
1561,팔달구,팔달로2가,주간,건조,흐림,21.0,2.0,5.0,3.0,31.0,52.59849986416673
1562,팔달구,팔달로2가,주간,서리/결빙,맑음,21.0,2.0,3.0,5.0,31.0,52.598499864166726
1563,권선구,곡반정동,야간,적설,눈,27.0,1.0,1.0,2.0,31.0,58.069863325229825
1564,권선구,곡반정동,야간,기타,기타,27.0,1.0,2.0,1.0,31.0,58.069863325229825
1565,팔달구,고등동,야간,서리/결빙,눈,25.0,1.0,3.0,2.0,31.0,56.26530181292809
1566,팔달구,매교동,주간,서리/결빙,눈,24.0,2.0,3.0,2.0,31.0,55.30534213261934
1567,권선구,오목천동,야간,적설,흐림,26.0,1.0,1.0,3.0,31.0,57.16758256907896
1568,권선구,오목천동,야간,기타,눈,26.0,1.0,2.0,2.0,31.0,57.16758256907895
1569,장안구,천천동,야간,적설,기타,28.0,1.0,1.0,1.0,31.0,58.972144081380705
1570,팔달구,매교동,주간,젖음/습기,기타,24.0,2.0,4.0,1.0,31.0,55.30534213261934
1571,권선구,오목천동,주간,적설,눈,26.0,2.0,1.0,2.0,31.0,57.109903644921076
1572,권선구,오목천동,야간,서리/결빙,기타,26.0,1.0,3.0,1.0,31.0,57.16758256907896
1573,장안구,이목동,주간,적설,맑음,22.0,2.0,1.0,5.0,30.0,52.411556045049394
1574,장안구,이목동,주간,서리/결빙,흐림,22.0,2.0,3.0,3.0,30.0,52.4115560450494
1575,팔달구,팔달로2가,주간,서리/결빙,비,21.0,2.0,3.0,4.0,30.0,51.50927528889853
1576,권선구,당수동,주간,젖음/습기,맑음,19.0,2.0,4.0,5.0,30.0,49.704713776596776
1577,팔달구,매산로2가,주간,기타,흐림,23.0,2.0,2.0,3.0,30.0,53.31383680120027
1578,장안구,이목동,야간,젖음/습기,흐림,22.0,1.0,4.0,3.0,30.0,52.46923496920728
1579,팔달구,고등동,야간,기타,눈,25.0,1.0,2.0,2.0,30.0,55.17607723765988
1580,장안구,이목동,주간,기타,비,22.0,2.0,2.0,4.0,30.0,52.411556045049394
1581,권선구,입북동,주간,젖음/습기,맑음,19.0,2.0,4.0,5.0,30.0,49.704713776596776
1582,팔달구,매산로2가,야간,건조,기타,23.0,1.0,5.0,1.0,30.0,53.37151572535815
1583,팔달구,팔달로2가,주간,젖음/습기,흐림,21.0,2.0,4.0,3.0,30.0,51.50927528889853
1584,권선구,곡반정동,야간,적설,기타,27.0,1.0,1.0,1.0,30.0,56.98063874996163
1585,팔달구,팔달로2가,주간,건조,눈,21.0,2.0,5.0,2.0,30.0,51.50927528889853
1586,팔달구,매산로2가,주간,적설,비,23.0,2.0,1.0,4.0,30.0,53.31383680120027
1587,팔달구,매교동,주간,적설,흐림,24.0,2.0,1.0,3.0,30.0,54.21611755735114
1588,팔달구,매교동,야간,젖음/습기,기타,24.0,1.0,4.0,1.0,30.0,54.27379648150902
1589,팔달구,팔달로2가,야간,서리/결빙,맑음,21.0,1.0,3.0,5.0,30.0,51.566954213056405
1590,팔달구,팔달로2가,주간,기타,맑음,21.0,2.0,2.0,5.0,30.0,51.50927528889852
1591,팔달구,매산로2가,야간,젖음/습기,눈,23.0,1.0,4.0,2.0,30.0,53.371515725358144
1592,팔달구,고등동,야간,적설,흐림,25.0,1.0,1.0,3.0,30.0,55.17607723765989
1593,팔달구,매산로2가,야간,적설,맑음,23.0,1.0,1.0,5.0,30.0,53.371515725358144
1594,권선구,오목천동,주간,적설,기타,26.0,2.0,1.0,1.0,30.0,56.02067906965288
1595,팔달구,매교동,주간,기타,눈,24.0,2.0,2.0,2.0,30.0,54.21611755735113
1596,팔달구,매교동,야간,기타,흐림,24.0,1.0,2.0,3.0,30.0,54.27379648150902
1597,권선구,입북동,주간,건조,비,19.0,2.0,5.0,4.0,30.0,49.70471377659678
1598,팔달구,북수동,주간,건조,비,19.0,2.0,5.0,4.0,30.0,49.70471377659678
1599,장안구,이목동,야간,건조,눈,22.0,1.0,5.0,2.0,30.0,52.46923496920728
1600,팔달구,북수동,야간,건조,맑음,19.0,1.0,5.0,5.0,30.0,49.76239270075466
1601,팔달구,매산로2가,야간,서리/결빙,흐림,23.0,1.0,3.0,3.0,30.0,53.37151572535815
1602,권선구,당수동,주간,건조,비,19.0,2.0,5.0,4.0,30.0,49.70471377659678
1603,권선구,당수동,야간,건조,맑음,19.0,1.0,5.0,5.0,30.0,49.76239270075466
1604,팔달구,매산로2가,주간,서리/결빙,눈,23.0,2.0,3.0,2.0,30.0,53.31383680120027
1605,권선구,입북동,야간,건조,맑음,19.0,1.0,5.0,5.0,30.0,49.76239270075466
1606,팔달구,매교동,야간,적설,비,24.0,1.0,1.0,4.0,30.0,54.27379648150902
1607,권선구,오목천동,야간,기타,기타,26.0,1.0,2.0,1.0,30.0,56.078357993810755
1608,권선구,오목천동,야간,적설,눈,26.0,1.0,1.0,2.0,30.0,56.078357993810755
1609,팔달구,북수동,주간,젖음/습기,맑음,19.0,2.0,4.0,5.0,30.0,49.704713776596776
1610,팔달구,고등동,주간,기타,기타,25.0,2.0,2.0,1.0,30.0,55.118398313502006
1611,팔달구,매교동,주간,서리/결빙,기타,24.0,2.0,3.0,1.0,30.0,54.21611755735114
1612,장안구,이목동,주간,건조,기타,22.0,2.0,5.0,1.0,30.0,52.4115560450494
1613,장안구,이목동,주간,젖음/습기,눈,22.0,2.0,4.0,2.0,30.0,52.411556045049394
1614,팔달구,매교동,야간,서리/결빙,눈,24.0,1.0,3.0,2.0,30.0,54.27379648150902
1615,팔달구,매산로2가,야간,기타,비,23.0,1.0,2.0,4.0,30.0,53.371515725358144
1616,장안구,이목동,야간,서리/결빙,비,22.0,1.0,3.0,4.0,30.0,52.46923496920728
1617,팔달구,매산로2가,주간,젖음/습기,기타,23.0,2.0,4.0,1.0,30.0,53.31383680120027
1618,팔달구,고등동,야간,서리/결빙,기타,25.0,1.0,3.0,1.0,30.0,55.17607723765989
1619,팔달구,고등동,주간,적설,눈,25.0,2.0,1.0,2.0,30.0,55.118398313502006
1620,팔달구,팔달로2가,야간,젖음/습기,비,21.0,1.0,4.0,4.0,30.0,51.566954213056405
1621,장안구,이목동,야간,기타,맑음,22.0,1.0,2.0,5.0,30.0,52.46923496920727
1622,팔달구,팔달로2가,야간,건조,흐림,21.0,1.0,5.0,3.0,30.0,51.56695421305641
1623,팔달구,팔달로2가,주간,젖음/습기,눈,21.0,2.0,4.0,2.0,29.0,50.420050713630324
1624,권선구,입북동,주간,서리/결빙,맑음,19.0,2.0,3.0,5.0,29.0,48.61548920132858
1625,팔달구,매산로2가,야간,기타,흐림,23.0,1.0,2.0,3.0,29.0,52.28229115008995
1626,팔달구,매산로2가,야간,젖음/습기,기타,23.0,1.0,4.0,1.0,29.0,52.28229115008995
1627,권선구,입북동,주간,건조,흐림,19.0,2.0,5.0,3.0,29.0,48.615489201328586
1628,권선구,입북동,야간,건조,비,19.0,1.0,5.0,4.0,29.0,48.67316812548646
1629,장안구,이목동,야간,건조,기타,22.0,1.0,5.0,1.0,29.0,51.38001039393908
1630,권선구,입북동,주간,젖음/습기,비,19.0,2.0,4.0,4.0,29.0,48.61548920132858
1631,장안구,이목동,야간,적설,맑음,22.0,1.0,1.0,5.0,29.0,51.380010393939074
1632,팔달구,매산로2가,주간,적설,흐림,23.0,2.0,1.0,3.0,29.0,52.22461222593207
1633,장안구,이목동,야간,기타,비,22.0,1.0,2.0,4.0,29.0,51.380010393939074
1634,권선구,입북동,야간,젖음/습기,맑음,19.0,1.0,4.0,5.0,29.0,48.673168125486455
1635,장안구,이목동,주간,젖음/습기,기타,22.0,2.0,4.0,1.0,29.0,51.3223314697812
1636,팔달구,매산로2가,주간,기타,눈,23.0,2.0,2.0,2.0,29.0,52.22461222593206
1637,팔달구,팔달로2가,주간,서리/결빙,흐림,21.0,2.0,3.0,3.0,29.0,50.42005071363033
1638,팔달구,북수동,야간,젖음/습기,맑음,19.0,1.0,4.0,5.0,29.0,48.673168125486455
1639,장안구,이목동,야간,서리/결빙,흐림,22.0,1.0,3.0,3.0,29.0,51.38001039393908
1640,권선구,오목천동,야간,적설,기타,26.0,1.0,1.0,1.0,29.0,54.98913341854256
1641,팔달구,매산로2가,주간,서리/결빙,기타,23.0,2.0,3.0,1.0,29.0,52.22461222593207
1642,장안구,이목동,야간,젖음/습기,눈,22.0,1.0,4.0,2.0,29.0,51.380010393939074
1643,팔달구,매산로2가,야간,서리/결빙,눈,23.0,1.0,3.0,2.0,29.0,52.28229115008995
1644,장안구,이목동,주간,기타,흐림,22.0,2.0,2.0,3.0,29.0,51.3223314697812
1645,팔달구,매교동,주간,기타,기타,24.0,2.0,2.0,1.0,29.0,53.126892982082936
1646,팔달구,팔달로2가,야간,건조,눈,21.0,1.0,5.0,2.0,29.0,50.47772963778821
1647,팔달구,팔달로2가,주간,기타,비,21.0,2.0,2.0,4.0,29.0,50.420050713630324
1648,팔달구,팔달로3가,주간,건조,맑음,17.0,2.0,5.0,5.0,29.0,46.81092768902684
1649,권선구,당수동,주간,서리/결빙,맑음,19.0,2.0,3.0,5.0,29.0,48.61548920132858
1650,팔달구,고등동,주간,적설,기타,25.0,2.0,1.0,1.0,29.0,54.02917373823381
1651,권선구,당수동,주간,건조,흐림,19.0,2.0,5.0,3.0,29.0,48.615489201328586
1652,장안구,이목동,주간,서리/결빙,눈,22.0,2.0,3.0,2.0,29.0,51.3223314697812
1653,팔달구,북수동,야간,건조,비,19.0,1.0,5.0,4.0,29.0,48.67316812548646
1654,팔달구,팔달로2가,주간,건조,기타,21.0,2.0,5.0,1.0,29.0,50.42005071363033
1655,권선구,당수동,주간,젖음/습기,비,19.0,2.0,4.0,4.0,29.0,48.61548920132858
1656,권선구,당수동,야간,건조,비,19.0,1.0,5.0,4.0,29.0,48.67316812548646
1657,팔달구,매교동,야간,서리/결빙,기타,24.0,1.0,3.0,1.0,29.0,53.18457190624082
1658,팔달구,고등동,야간,기타,기타,25.0,1.0,2.0,1.0,29.0,54.086852662391685
1659,팔달구,매산로2가,야간,적설,비,23.0,1.0,1.0,4.0,29.0,52.28229115008995
1660,팔달구,고등동,야간,적설,눈,25.0,1.0,1.0,2.0,29.0,54.086852662391685
1661,팔달구,북수동,주간,젖음/습기,비,19.0,2.0,4.0,4.0,29.0,48.61548920132858
1662,팔달구,팔달로2가,주간,적설,맑음,21.0,2.0,1.0,5.0,29.0,50.420050713630324
1663,팔달구,매교동,야간,적설,흐림,24.0,1.0,1.0,3.0,29.0,53.18457190624082
1664,팔달구,매교동,주간,적설,눈,24.0,2.0,1.0,2.0,29.0,53.126892982082936
1665,권선구,당수동,야간,젖음/습기,맑음,19.0,1.0,4.0,5.0,29.0,48.673168125486455
1666,팔달구,매교동,야간,기타,눈,24.0,1.0,2.0,2.0,29.0,53.18457190624081
1667,팔달구,북수동,주간,서리/결빙,맑음,19.0,2.0,3.0,5.0,29.0,48.61548920132858
1668,팔달구,팔달로2가,야간,서리/결빙,비,21.0,1.0,3.0,4.0,29.0,50.47772963778821
1669,팔달구,북수동,주간,건조,흐림,19.0,2.0,5.0,3.0,29.0,48.615489201328586
1670,장안구,이목동,주간,적설,비,22.0,2.0,1.0,4.0,29.0,51.3223314697812
1671,팔달구,팔달로2가,야간,기타,맑음,21.0,1.0,2.0,5.0,29.0,50.4777296377882
1672,팔달구,팔달로2가,야간,젖음/습기,흐림,21.0,1.0,4.0,3.0,29.0,50.47772963778821
1673,팔달구,매교동,주간,적설,기타,24.0,2.0,1.0,1.0,28.0,52.03766840681474
1674,장안구,이목동,야간,젖음/습기,기타,22.0,1.0,4.0,1.0,28.0,50.29078581867088
1675,팔달구,북수동,주간,젖음/습기,흐림,19.0,2.0,4.0,3.0,28.0,47.52626462606038
1676,팔달구,북수동,주간,건조,눈,19.0,2.0,5.0,2.0,28.0,47.52626462606038
1677,장안구,이목동,야간,서리/결빙,눈,22.0,1.0,3.0,2.0,28.0,50.29078581867088
1678,팔달구,북수동,주간,서리/결빙,비,19.0,2.0,3.0,4.0,28.0,47.52626462606038
1679,팔달구,북수동,주간,기타,맑음,19.0,2.0,2.0,5.0,28.0,47.526264626060374
1680,권선구,당수동,주간,건조,눈,19.0,2.0,5.0,2.0,28.0,47.52626462606038
1681,팔달구,북수동,야간,서리/결빙,맑음,19.0,1.0,3.0,5.0,28.0,47.58394355021826
1682,팔달구,팔달로2가,주간,적설,비,21.0,2.0,1.0,4.0,28.0,49.33082613836213
1683,팔달구,팔달로3가,주간,건조,비,17.0,2.0,5.0,4.0,28.0,45.72170311375864
1684,권선구,입북동,주간,건조,눈,19.0,2.0,5.0,2.0,28.0,47.52626462606038
1685,팔달구,북수동,야간,건조,흐림,19.0,1.0,5.0,3.0,28.0,47.583943550218265
1686,팔달구,매교동,야간,적설,눈,24.0,1.0,1.0,2.0,28.0,52.095347330972615
1687,권선구,입북동,주간,서리/결빙,비,19.0,2.0,3.0,4.0,28.0,47.52626462606038
1688,팔달구,팔달로2가,주간,서리/결빙,눈,21.0,2.0,3.0,2.0,28.0,49.33082613836213
1689,팔달구,매교동,야간,기타,기타,24.0,1.0,2.0,1.0,28.0,52.095347330972615
1690,팔달구,팔달로2가,주간,젖음/습기,기타,21.0,2.0,4.0,1.0,28.0,49.33082613836213
1691,권선구,입북동,주간,젖음/습기,흐림,19.0,2.0,4.0,3.0,28.0,47.52626462606038
1692,팔달구,팔달로3가,야간,건조,맑음,17.0,1.0,5.0,5.0,28.0,45.77938203791652
1693,팔달구,팔달로2가,주간,기타,흐림,21.0,2.0,2.0,3.0,28.0,49.33082613836213
1694,권선구,입북동,주간,기타,맑음,19.0,2.0,2.0,5.0,28.0,47.526264626060374
1695,권선구,당수동,주간,기타,맑음,19.0,2.0,2.0,5.0,28.0,47.526264626060374
1696,장안구,이목동,야간,기타,흐림,22.0,1.0,2.0,3.0,28.0,50.29078581867088
1697,권선구,당수동,주간,서리/결빙,비,19.0,2.0,3.0,4.0,28.0,47.52626462606038
1698,팔달구,팔달로3가,주간,젖음/습기,맑음,17.0,2.0,4.0,5.0,28.0,45.721703113758636
1699,권선구,당수동,주간,젖음/습기,흐림,19.0,2.0,4.0,3.0,28.0,47.52626462606038
1700,장안구,이목동,야간,적설,비,22.0,1.0,1.0,4.0,28.0,50.29078581867088
1701,팔달구,매산로2가,야간,기타,눈,23.0,1.0,2.0,2.0,28.0,51.19306657482174
1702,팔달구,매산로2가,야간,서리/결빙,기타,23.0,1.0,3.0,1.0,28.0,51.19306657482175
1703,팔달구,팔달로2가,야간,서리/결빙,흐림,21.0,1.0,3.0,3.0,28.0,49.38850506252001
1704,장안구,이목동,주간,적설,흐림,22.0,2.0,1.0,3.0,28.0,50.233106894513
1705,팔달구,팔달로2가,야간,건조,기타,21.0,1.0,5.0,1.0,28.0,49.38850506252001
1706,권선구,당수동,야간,젖음/습기,비,19.0,1.0,4.0,4.0,28.0,47.58394355021826
1707,팔달구,고등동,야간,적설,기타,25.0,1.0,1.0,1.0,28.0,52.99762808712349
1708,장안구,이목동,주간,기타,눈,22.0,2.0,2.0,2.0,28.0,50.23310689451299
1709,팔달구,매산로2가,야간,적설,흐림,23.0,1.0,1.0,3.0,28.0,51.19306657482175
1710,팔달구,북수동,야간,젖음/습기,비,19.0,1.0,4.0,4.0,28.0,47.58394355021826
1711,팔달구,매산로2가,주간,적설,눈,23.0,2.0,1.0,2.0,28.0,51.135387650663866
1712,권선구,당수동,야간,서리/결빙,맑음,19.0,1.0,3.0,5.0,28.0,47.58394355021826
1713,권선구,당수동,야간,건조,흐림,19.0,1.0,5.0,3.0,28.0,47.583943550218265
1714,팔달구,매산로2가,주간,기타,기타,23.0,2.0,2.0,1.0,28.0,51.135387650663866
1715,권선구,입북동,야간,젖음/습기,비,19.0,1.0,4.0,4.0,28.0,47.58394355021826
1716,팔달구,팔달로2가,야간,적설,맑음,21.0,1.0,1.0,5.0,28.0,49.388505062520004
1717,팔달구,중동,주간,건조,맑음,16.0,2.0,5.0,5.0,28.0,44.81942235760777
1718,장안구,이목동,주간,서리/결빙,기타,22.0,2.0,3.0,1.0,28.0,50.233106894513
1719,팔달구,팔달로2가,야간,기타,비,21.0,1.0,2.0,4.0,28.0,49.388505062520004
1720,권선구,입북동,야간,서리/결빙,맑음,19.0,1.0,3.0,5.0,28.0,47.58394355021826
1721,팔달구,팔달로2가,야간,젖음/습기,눈,21.0,1.0,4.0,2.0,28.0,49.388505062520004
1722,권선구,입북동,야간,건조,흐림,19.0,1.0,5.0,3.0,28.0,47.583943550218265
1723,팔달구,북수동,야간,건조,눈,19.0,1.0,5.0,2.0,27.0,46.49471897495006
1724,팔달구,팔달로3가,주간,건조,흐림,17.0,2.0,5.0,3.0,27.0,44.632478538490446
1725,팔달구,팔달로2가,야간,기타,흐림,21.0,1.0,2.0,3.0,27.0,48.29928048725181
1726,권선구,당수동,야간,기타,맑음,19.0,1.0,2.0,5.0,27.0,46.494718974950054
1727,팔달구,북수동,주간,건조,기타,19.0,2.0,5.0,1.0,27.0,46.437040050792184
1728,팔달구,팔달로2가,야간,적설,비,21.0,1.0,1.0,4.0,27.0,48.29928048725181
1729,권선구,입북동,주간,건조,기타,19.0,2.0,5.0,1.0,27.0,46.437040050792184
1730,팔달구,매교동,야간,적설,기타,24.0,1.0,1.0,1.0,27.0,51.00612275570442
1731,팔달구,팔달로2가,야간,젖음/습기,기타,21.0,1.0,4.0,1.0,27.0,48.29928048725181
1732,권선구,당수동,야간,젖음/습기,흐림,19.0,1.0,4.0,3.0,27.0,46.49471897495006
1733,권선구,당수동,주간,적설,맑음,19.0,2.0,1.0,5.0,27.0,46.43704005079218
1734,권선구,입북동,야간,젖음/습기,흐림,19.0,1.0,4.0,3.0,27.0,46.49471897495006
1735,팔달구,팔달로2가,야간,서리/결빙,눈,21.0,1.0,3.0,2.0,27.0,48.29928048725181
1736,팔달구,북수동,주간,서리/결빙,흐림,19.0,2.0,3.0,3.0,27.0,46.437040050792184
1737,권선구,당수동,야간,서리/결빙,비,19.0,1.0,3.0,4.0,27.0,46.49471897495006
1738,팔달구,북수동,주간,젖음/습기,눈,19.0,2.0,4.0,2.0,27.0,46.43704005079218
1739,팔달구,매산로2가,야간,기타,기타,23.0,1.0,2.0,1.0,27.0,50.103841999553545
1740,팔달구,중동,주간,젖음/습기,맑음,16.0,2.0,4.0,5.0,27.0,43.730197782339566
1741,팔달구,북수동,주간,기타,비,19.0,2.0,2.0,4.0,27.0,46.43704005079218
1742,팔달구,북수동,주간,적설,맑음,19.0,2.0,1.0,5.0,27.0,46.43704005079218
1743,권선구,당수동,주간,건조,기타,19.0,2.0,5.0,1.0,27.0,46.437040050792184
1744,권선구,당수동,야간,건조,눈,19.0,1.0,5.0,2.0,27.0,46.49471897495006
1745,팔달구,팔달로2가,주간,적설,흐림,21.0,2.0,1.0,3.0,27.0,48.24160156309393
1746,권선구,당수동,주간,서리/결빙,흐림,19.0,2.0,3.0,3.0,27.0,46.437040050792184
1747,권선구,당수동,주간,젖음/습기,눈,19.0,2.0,4.0,2.0,27.0,46.43704005079218
1748,팔달구,중동,야간,건조,맑음,16.0,1.0,5.0,5.0,27.0,43.78787670649745
1749,팔달구,매산로2가,야간,적설,눈,23.0,1.0,1.0,2.0,27.0,50.103841999553545
1750,팔달구,팔달로3가,주간,서리/결빙,맑음,17.0,2.0,3.0,5.0,27.0,44.63247853849044
1751,팔달구,중동,주간,건조,비,16.0,2.0,5.0,4.0,27.0,43.73019778233957
1752,팔달구,매산로2가,주간,적설,기타,23.0,2.0,1.0,1.0,27.0,50.04616307539567
1753,팔달구,팔달로3가,야간,젖음/습기,맑음,17.0,1.0,4.0,5.0,27.0,44.690157462648315
1754,장안구,이목동,주간,적설,눈,22.0,2.0,1.0,2.0,27.0,49.143882319244796
1755,권선구,입북동,주간,서리/결빙,흐림,19.0,2.0,3.0,3.0,27.0,46.437040050792184
1756,장안구,이목동,주간,기타,기타,22.0,2.0,2.0,1.0,27.0,49.143882319244796
1757,장안구,이목동,야간,적설,흐림,22.0,1.0,1.0,3.0,27.0,49.20156124340268
1758,팔달구,팔달로2가,주간,서리/결빙,기타,21.0,2.0,3.0,1.0,27.0,48.24160156309393
1759,권선구,입북동,야간,기타,맑음,19.0,1.0,2.0,5.0,27.0,46.494718974950054
1760,권선구,입북동,주간,적설,맑음,19.0,2.0,1.0,5.0,27.0,46.43704005079218
1761,장안구,이목동,야간,기타,눈,22.0,1.0,2.0,2.0,27.0,49.20156124340267
1762,팔달구,북수동,야간,젖음/습기,흐림,19.0,1.0,4.0,3.0,27.0,46.49471897495006
1763,권선구,입북동,야간,건조,눈,19.0,1.0,5.0,2.0,27.0,46.49471897495006
1764,장안구,이목동,야간,서리/결빙,기타,22.0,1.0,3.0,1.0,27.0,49.20156124340268
